"1boy","1男孩"
"teeth hold","牙托"
"teffish","teffish"
"tegaki","手垣"
"tegaki draw and tweet","tegaki 画图和推文"
"tehepero","特赫佩罗"
"teikoku jokyoku","帝国金属网"
"teireida mai","teireida 麦"
"teitan high school uniform","帝丹高中校服"
"tejina senpai","特吉纳前辈"
"tejina senpai (series)","tejina前辈（系列）"
"tekehiro","手广"
"tekken","铁拳"
"tekken 6","铁拳 6"
"tekken 7","铁拳 7"
"tekken tag tournament 2","铁拳标签锦标赛 2"
"tekuho no habo","tekuho no habo"
"tekuteku (yuuhodou)","tekuteku (yuuhodou)"
"tel-o","电话"
"telekinesis","心灵感应"
"teleport","传送"
"telescope","望远镜"
"teletha testarossa","泰莎塔罗萨"
"television","电视"
"tell your world (vocaloid)","告诉你的世界 (vocaloid)"
"telnyashka","特尔尼亚什卡"
"telstar","电讯星"
"teltelhousi","电话"
"tem10","项目 10"
"temachii","手町"
"temari (naruto)","手鞠（火影忍者）"
"temari ball","手鞠球"
"temari rin","手鞠林"
"template","模板"
"temple","寺庙"
"templus","寺庙"
"tempura","天妇罗"
"temu","特木"
"ten (tenchan man)","十（tenchan man）"
"ten desires","十个愿望"
"ten no hoshi","十星"
"ten'i (ikkitousen)","ten'i (ikkitousen)"
"ten'inkou korin","天印口光林"
"ten'ou haruka","天王遥"
"ten-chan (eternal s)","十陈（永恒的）"
"tenako (mugu77)","tenako (mugu77)"
"tenbin gashira","天边gashira"
"tenbou","天房"
"tenchi muyou!","天地无忧！"
"tenchisouha","天剑双叶"
"tenchuu","天诛"
"tenco's story","天高的故事"
"tendo teru","天童照"
"tendou akane","天童茜"
"tendou maya","天豆玛雅"
"tendou nabiki","天童菜"
"tenga","腾加"
"tengen toppa gurren lagann","天元toppa gurren lagann"
"tengen toppa gurren lagann: parallel works","天元toppa gurren lagann：平行作品"
"tengu","天狗"
"tengu (tetuo kun)","天狗 (tetuo kun)"
"tengu mask","天狗面具"
"tengu-geta","天狗木屐"
"tengxiang lingnai","腾翔岭奶"
"tenhiro naoto","直人天弘"
"tenjin hidetaka","天神秀孝"
"tenjin kotone","天神琴音"
"tenjin kotone (channel)","天神 kotone (频道)"
"tenjou ryuka","天条龙香"
"tenjou tenge","天上天阁"
"tenjou utena","天上 utena"
"tenjouin asuka","天上院飞鸟"
"tenk","滕克"
"tenka hyakken","天下百剑"
"tenka touitsu chronicle","Tenka Touitsu 编年史"
"tenkawa nayuta","天川那由多"
"tenken (gotannda)","天肯 (gotannda)"
"tenki no ko","天机之子"
"tenko (gintenko)","天子 (gintenko)"
"tenko kuugen","天光空玄"
"tenkubashi tomoka","天桥友冈"
"tenkuu no craft fleet","天空无舰船队"
"tenkuu no crystalia","天国无水晶"
"tenkuu no escaflowne","天空没有 escaflowne"
"tenkuu no shiro laputa","天国之四郎laputa"
"tenkuu nozora","天空野空"
"tenkuu sphere","天空球"
"tenkyuu chimata","天球知又"
"tenma saki","天马崎"
"tenma tsukasa","天马冢"
"tenmaso","天马索"
"tenmu shinryuusai","天武神龙斋"
"tenneko yuuri","天猫勇利"
"tennis","网球"
"tennis ball","网球"
"tennis court","网球场"
"tennis net","网球网"
"tennis no ouji-sama","网球之王二大人271"
"tennis racket","网球拍"
"tennis uniform","网球服"
"tennohi","天野飞"
"tennouboshi uzume","天王星 uzume"
"tennouji rina","天王寺梨奈"
"tennousu athena","天妇罗雅典娜"
"tenobe","特诺贝"
"tenoo12","tenoo12"
"tenpesuto","天佩苏托"
"tenpura (tenpura621)","天普拉 (tenpura621)"
"tenrai","天雷"
"tenryuu (kancolle)","天龙 (kancolle)"
"tenryuu (kancolle) (cosplay)","天龙 (kancolle) (cosplay)"
"tenryuu kai ni (kancolle)","tenryuu kai ni (kancolle)"
"tensei shitara slime datta ken","紧张的shitara 粘液 datta ken"
"tenseiani","泰亚尼"
"tenshi no 3p!","天师 3p!"
"tenshi no inai 12-gatsu","天师之内 12-gatsu"
"tenshin amaguri (inobeeto)","tenshin amaguri (inobeeto)"
"tenshinhan","天心汉"
"tenshinranman","天心乱人"
"tensugi takashi","天杉隆"
"tensui no sakuna-hime","转水之樱姬"
"tent","帐篷"
"tentacle clothes","触手服"
"tentacle grab","触手抓取"
"tentacle hair","触手毛"
"tentacle pit","触手坑"
"tentacle sex","触手性"
"tentaclejob","触手工作"
"tentacles","触手"
"tentacles on male","触手对男性"
"tentacles under clothes","衣服下的触手"
"tentacool","腾酷"
"tentacruel","触手可及"
"tented shirt","帐篷衬衫"
"tenten (naruto)","天（火影忍者）"
"tentomon","蝾螈"
"tentsuu (tentwo)","天通（天二）"
"tenugui","手巾"
"tenzeru","天泽"
"tenzin (arknights)","丹增（方舟之夜）"
"tenzou crossunite","天藏十字团"
"teoi (good chaos)","teoi（好混乱）"
"teoshiguruma","teoshiguruma"
"tepen (tptptpn)","tepen (tptptpn)"
"tepig","泰猪"
"tequila (arknights)","龙舌兰酒（方舟之夜）"
"tera hiroshi","寺弘"
"tera online","太极在线"
"tera zip","太拉拉链"
"terada ochiko","寺田亲子"
"terada tera","寺田寺"
"terai (teraimorimori)","寺井（寺森森）"
"terakoya","寺子屋"
"teramoto kaoru","寺本薰"
"teranekosu","寺内科苏"
"teranen","泰拉宁"
"terasu mc","寺 MC"
"terazaki kaoru","寺崎薰"
"terebi (shimizu1996)","terebi (shimizu1996)"
"terebi-chan","terebi-chan"
"terence t. d'arby","特伦斯吨。达比"
"teresa (claymore)","特蕾莎（克莱莫）"
"teri terio","特里特里奥"
"terimayo","terimayo"
"terminator (series)","终结者（系列）"
"terminator 2: judgment day","终结者2：审判日"
"teroru","照"
"terra (kingdom hearts)","terra（王国之心）"
"terra battle","大地之战"
"terrajin","土地金"
"terraria","泰拉瑞亚"
"terras","特拉斯"
"terror (azur lane)","恐怖（碧蓝航线）"
"terry (pixiv3274443)","特里 (pixiv3274443)"
"terry bogard","特里博加德"
"teruchan","90岁"
"terufuu","照风"
"terujirou (masateruteru)","照二郎（masateruteru）"
"teruki kuma","隈研吾"
"terumii","特鲁米"
"terupancake","特鲁班饼"
"teruru","照耀"
"teruterubouzu","teruterubouzu"
"teruui","光井"
"teruyof","光辉"
"teruzuki (kancolle)","照月 (kancolle)"
"teshima nari","手岛成里"
"tesshii (riza4828)","铁石 (riza4828)"
"test","测试"
"test plugsuit","测试插件套装"
"test score (paper)","考试成绩（纸）"
"test tube","试管"
"test tube rack","试管架"
"testa","睾丸"
"testament (guilty gear)","遗嘱（有罪装备）"
"testicle grab","睾丸抓取"
"testicle peek","睾丸窥视"
"testicle sucking","睾丸吸吮"
"testicles","睾丸"
"tesun (g noh)","tesun (g noh)"
"teto (nausicaa)","teto (nausicaa)"
"tetopetesone","替托培松"
"tetra","利乐183"
"tetrapod","四足动物"
"tetris","俄罗斯方块"
"tetrodotoxin","河豚毒素"
"tetsu (kimuchi)","tetsu (kimuchi)"
"tetsu tissue","tetsu 组织"
"tetsua rei","tetsua rei"
"tetsubuta","铁血234"
"tetsujin momoko","铁人桃子"
"tetsukuzu tetsuko","哲子哲子"
"tetsuo","铁男"
"tetsurou (fe+)","铁郎 (fe+)"
"tetsuwan atom","tetsuwan atom"
"tetsuwan birdy","铁弯小鸟"
"tetsuwan birdy decode","tetsuwan 小鸟解码"
"tetuw","特图"
"teu (navy)","标准箱（海军）"
"tewarusa","特瓦鲁萨"
"texas (arknights)","德州 (arknights)"
"texas (willpower) (arknights)","德州（意志力）（方舟之夜）"
"texas (winter messenger) (arknights)","德州（冬季信使）（方舟之夜）"
"text censor","文本审查器"
"text focus","文本焦点"
"text in eyes","眼睛里的文字"
"text messaging","短信"
"text print","文字打印"
"text-only page","纯文本页面"
"textbook","教科书"
"textless version","无文字版"
"texture","质地"
"tezuka rin","手冢凛"
"thai commentary","泰语评论"
"thai text","泰文"
"thanabis","灭霸"
"thanatos (hades)","死亡（冥王）"
"thanatos (persona)","死亡（角色）"
"thank you","谢谢"
"tharja (fire emblem)","tharja（火徽）"
"the adventures of sherlock holmes","福尔摩斯历险记"
"the atko","atko"
"the baddest evelynn","最坏的伊芙琳"
"the beatles","披头士乐队"
"the big o","大 o"
"the caves of steel","钢铁洞穴"
"the children","孩子们"
"the elder scrolls","上古卷轴"
"the elder scrolls iv: oblivion","上古卷轴 iv：遗忘"
"the elder scrolls v: skyrim","上古卷轴 v：天际"
"the emperor (arknights)","皇帝（方舟骑士）"
"the evil within","内心的邪恶"
"the golden smurf","金色的蓝精灵"
"the great ace attorney","伟大的王牌律师"
"the great ace attorney: adventures","伟大的王牌律师：冒险"
"the grim adventures of billy & mandy","比利和曼迪的严峻冒险"
"the hermit","隐士"
"the hobbit","霍比特人"
"the hunchback of notre dame","巴黎圣母院的驼背"
"the iron of yin and yang","阴阳之铁"
"the king of fighters","拳皇9589"
"the king of fighters '97","拳皇'97"
"the king of fighters 2001","拳皇2001126"
"the king of fighters all-stars","拳皇全明星139"
"the king of fighters xiii","格斗之王十三"
"the king of fighters xiv","格斗之王 xiv"
"the king of fighters xv","格斗之王 xv"
"the last of us","我们中的最后一个"
"the legend of korra","科拉传奇"
"the legend of luo xiaohei","洛小黑传奇"
"the legend of zelda","塞尔达传说 14418"
"the legend of zelda: a link between worlds","塞尔达传说：世界之间的纽带"
"the legend of zelda: a link to the past","塞尔达传说：与过去的联系"
"the legend of zelda: breath of the wild","塞尔达传说：荒野之息"
"the legend of zelda: link's awakening","塞尔达传说：林克的觉醒"
"the legend of zelda: majora's mask","塞尔达传说：马约拉的面具"
"the legend of zelda: ocarina of time","塞尔达传说：时之笛"
"the legend of zelda: skyward sword","塞尔达传说：天空之剑"
"the legend of zelda: spirit tracks","塞尔达传说：灵魂轨迹"
"the legend of zelda: the wind waker","塞尔达传说：风之杖"
"the legend of zelda: twilight princess","塞尔达传说：暮光公主"
"the lego group","乐高集团"
"the little mermaid","小美人鱼"
"the lord of the rings","指环王"
"the loud house","喧闹的房子"
"the monkey","猴子"
"the moon studio","月亮工作室"
"the only shoe","唯一的鞋"
"the owl house","猫头鹰之家"
"the pose","姿势"
"the promised time: silks & three riddles (umamusume)","约定的时间：丝绸与三个谜语 (umamusume)"
"the ring","戒指"
"the road to el dorado","通往埃尔多拉多的道路"
"the saga of darren shan","大连山的传奇"
"the seven deadly sins","七大罪"
"the shining","闪亮的"
"the silmarillion","精灵宝钻"
"the simpsons","辛普森一家"
"the terminator","终结者"
"the transformers (idw)","变压器 (idw)"
"the witcher (series)","巫师（系列）"
"the witcher 3","巫师 3"
"the world","世界"
"the yuudachi-like creature","yuudachi 状生物"
"the-sinner","罪人"
"thea (nekojira)","西娅 (nekojira)"
"theamazingspino","惊人的spino"
"theater","剧院"
"theft","盗窃"
"themaestronoob","themaestronoob"
"themed object","主题对象"
"theodor bachstein","西奥多·巴赫斯坦"
"theodore (persona)","西奥多（角色）"
"theodore riddle","西奥多之谜"
"theresa (arknights)","特蕾莎（方舟之夜）"
"theresa apocalypse","特蕾莎启示录"
"theresa apocalypse (celestial hymn)","特蕾莎启示录（天上的赞美诗）"
"theresa apocalypse (luna kindred)","特蕾莎启示录（月球亲属）"
"theresa apocalypse (sakura rondo)","特蕾莎启示录（樱花回旋曲）"
"theresa apocalypse (starlit astrologos)","特蕾莎启示录（星光占星术）"
"theresa apocalypse (valkyrie pledge)","特蕾莎启示录（瓦尔基里的誓言）"
"therion (octopath traveler)","therion (八方旅人)"
"thermometer","温度计"
"thermos","热水瓶"
"theta (ponkotsu works)","theta (ponkotsu 作品)"
"they (kiman)","他们（基曼）"
"they had lots of sex afterwards (meme)","之后他们发生了很多性行为（模因）"
"they're not panties","它们不是内裤"
"thick arms","粗壮的手臂"
"thick eyebrows","浓眉"
"thick eyelashes","浓密的睫毛"
"thick lips","厚嘴唇"
"thick thighs","大腿粗"
"thief","小偷"
"thief (final fantasy)","小偷（最终幻想）"
"thief (ragnarok online)","小偷（仙境传说在线）"
"thigh belt","大腿带"
"thigh boots","大腿靴"
"thigh bow","大腿弓"
"thigh cutout","大腿镂空"
"thigh gap","大腿间隙"
"thigh grab","大腿抓斗"
"thigh holster","大腿皮套"
"thigh pouch","大腿袋"
"thigh ribbon","大腿丝带"
"thigh sex","大腿做爱"
"thigh straddling","大腿跨骑"
"thigh strap","大腿绑带"
"thighband pantyhose","绑腿连裤袜"
"thighhighs","长筒袜"
"thighhighs over pantyhose","连裤袜上的长筒袜"
"thighhighs pull","大腿拉"
"thighhighs removed","去除大腿袜"
"thighhighs under boots","靴子下的长筒袜"
"thighlet","小腿"
"thighs","大腿"
"thin (suzuneya)","瘦（铃屋）"
"thinking","思考"
"third eye","第三只眼"
"third-party edit","第三方编辑"
"third-party source","第三方来源"
"third-party watermark","第三方水印"
"thirty 8ght","三十八分"
"thkani","塔卡尼"
"thoma (genshin impact)","托马（原神冲击）"
"thomas 8000","托马斯 8000"
"thomas edison (fate)","托马斯·爱迪生（命运）"
"thomas hewitt","托马斯休伊特"
"thomas the tank engine","托马斯坦克发动机"
"thomasz","托马斯"
"thompson (girls' frontline)","汤普森（女子前线）"
"thompson submachine gun","汤普森冲锋枪"
"thompson/center contender","汤普森/中锋竞争者"
"thong","丁字裤"
"thong aside","除了丁字裤"
"thong bikini","丁字裤比基尼"
"thong leotard","丁字裤紧身衣"
"thor (deep rising)","雷神（深升）"
"thor (marvel)","雷神（惊奇）"
"thorfinn","索芬"
"thorns","荆棘"
"thorns (arknights)","荆棘（方舟）"
"thought bubble","思想泡泡"
"thread","线程"
"threat","威胁"
"three monkeys","三只猴子"
"three-dimensional maneuver gear","三维机动齿轮"
"threesome","三人组"
"threo (granblue fantasy)","三重奏（碧蓝幻想）"
"thresh (league of legends)","thresh（英雄联盟）"
"throat bulge","喉咙隆起"
"throat microphone","喉部麦克风"
"throne","宝座"
"throtem","节流阀"
"through clothes","穿过衣服"
"through screen","透过屏幕"
"through wall","穿墙"
"through window","透过窗户"
"throwing","投掷"
"throwing knife","飞刀"
"throwing needles","扔针"
"throwing poke ball","投掷精灵球"
"thrud (fate)","通过（命运）"
"thrusters","推进器"
"thumb biting","咬拇指"
"thumb in pocket","拇指放在口袋里"
"thumb ring","拇指环"
"thumb sucking","吮吸拇指"
"thumb to mouth","拇指到嘴巴"
"thumbprint cookie","指纹饼干"
"thumbs down","大拇指向下"
"thumbs up","竖起大拇指"
"thunder","雷声"
"thunder (girls' frontline)","雷霆（少女前线）"
"thunderbolt fantasy","霹雳幻想167"
"thundergotch","雷声"
"thupoppo","图波波"
"tia (cocorosso)","tia (cocorosso)"
"tia-chan","tia-chan"
"tiamat (fate)","提亚马特（命运）"
"tiamat (momokuri mannen)","tiamat (momokuri mannen)"
"tian (my dear)","田（亲爱的）"
"tian guan ci fu","天官赐福"
"tianel ent","天耳耳鼻喉科"
"tiankong pie ai","天空派爱"
"tianzhong zhongtian","天中中天"
"tianzi","田子"
"tiara","头饰"
"tibbers","提伯斯"
"tibetan fox (kemono friends)","藏狐 (kemono 朋友)"
"tibino","蒂比诺"
"ticcy","挑剔"
"ticket","票"
"tickle torture","挠痒痒的折磨"
"tickling","挠痒痒的"
"tidsean","潮汐"
"tidus","潮汐"
"tie clip","领带夹"
"tied ears","绑耳朵"
"tied hair","扎头发"
"tied jacket","系带夹克"
"tied shirt","系带衬衫"
"tied sleeves","绑袖"
"tied sweater","系带毛衣"
"tied to chair","绑在椅子上"
"tied up (nonsexual)","捆绑（非性）"
"tiemu (man190)","铁木 (man190)"
"tien (granblue fantasy)","天（碧蓝幻想）"
"tier harribel","哈里贝尔"
"tiered tray","分层托盘"
"tieria erde","蒂里亚埃尔德"
"tiese schtrinen","联系方式"
"tifa lockhart","蒂法洛克哈特"
"tifa lockhart (cosplay)","蒂法洛克哈特（角色扮演）"
"tifa lockhart's refined dress","蒂法洛克哈特的精致连衣裙"
"tiffa adill","蒂法阿迪尔"
"tiffania westwood","蒂芙尼·韦斯特伍德"
"tiffany lords","蒂芙尼领主"
"tiffy (nottytiffy)","tiffy (nottytiffy)"
"tiger","老虎"
"tiger & bunny","老虎和兔子"
"tiger (kemono friends)","老虎 (kemono 朋友)"
"tiger boy","老虎男孩"
"tiger costume","虎装"
"tiger cub","虎崽"
"tiger ears","虎耳"
"tiger girl","虎女"
"tiger hood","虎头罩"
"tiger i","老虎 i"
"tiger ii","老虎二"
"tiger paws","虎爪"
"tiger print","虎纹"
"tiger stripes","虎纹"
"tiger tail","虎尾"
"tighnari (genshin impact)","tighnari（原神冲击）"
"tight","紧"
"tight dress","紧身连衣裙"
"tight pants","紧身裤"
"tight shirt","紧身衬衫"
"tight top","紧身衣"
"tights day","紧身衣日"
"tiki (fire emblem)","tiki（火徽）"
"tiko (trouble spirit)","tiko（麻烦的精神）"
"tiktok","抖音"
"tile ceiling","瓷砖天花板"
"tile floor","瓷砖地板"
"tile roof","瓦屋顶"
"tile wall","瓷砖墙"
"tiles","瓷砖"
"tilm","蒂姆"
"tilted headwear","倾斜头饰"
